"Date","Price","Open","High","Low","Vol.","Change %"
"19-04-2023","17,455.45","17,507.45","17,513.85","17,421.80","463.84M","-0.32%"
"18-04-2023","17,510.85","17,600.55","17,600.55","17,457.45","418.08M","-0.19%"
"17-04-2023","17,543.45","17,667.30","17,667.30","17,411.55","512.40M","-0.52%"
"13-04-2023","17,635.15","17,624.45","17,647.70","17,546.55","441.19M","0.05%"
"12-04-2023","17,626.90","17,582.80","17,638.95","17,539.95","404.28M","0.49%"
"11-04-2023","17,540.80","17,528.45","17,571.05","17,476.20","473.15M","0.54%"
"10-04-2023","17,446.30","17,454.05","17,510.30","17,422.90","442.89M","0.18%"
"06-04-2023","17,414.65","17,357.55","17,451.10","17,321.30","433.28M","0.23%"
"05-04-2023","17,373.95","17,245.65","17,387.80","17,232.65","456.50M","0.87%"
"03-04-2023","17,224.75","17,256.20","17,256.20","17,141.45","418.01M","0.22%"
"31-03-2023","17,186.15","17,043.00","17,206.85","17,036.10","594.87M","1.58%"
"29-03-2023","16,918.05","16,808.85","16,962.70","16,791.30","667.66M","0.73%"
"28-03-2023","16,795.35","16,884.75","16,905.30","16,758.10","486.81M","-0.32%"
"27-03-2023","16,849.30","16,870.30","16,953.55","16,802.55","480.63M","0.10%"
"24-03-2023","16,831.80","16,966.70","16,998.40","16,806.10","488.07M","-0.75%"
"23-03-2023","16,958.15","16,977.45","17,075.70","16,929.50","424.69M","-0.40%"
"22-03-2023","17,026.20","17,041.90","17,075.10","16,987.50","","0.33%"
"21-03-2023","16,970.50","16,926.25","16,990.45","16,876.70","449.97M","0.70%"
"20-03-2023","16,852.90","16,920.90","16,922.75","16,700.25","511.60M","-0.66%"
"17-03-2023","16,964.80","16,981.10","17,014.30","16,843.00","828.36M","0.67%"
"16-03-2023","16,852.25","16,844.75","16,923.85","16,696.25","1.03B","0.16%"
"15-03-2023","16,825.05","17,002.75","17,044.10","16,795.50","429.85M","-0.37%"
"14-03-2023","16,887.05","17,003.35","17,060.05","16,826.10","520.93M","-0.65%"
"13-03-2023","16,997.30","17,257.25","17,358.55","16,960.00","454.65M","-1.43%"
"10-03-2023","17,244.30","17,261.40","17,269.10","17,147.00","415.80M","-0.89%"
"09-03-2023","17,398.30","17,578.25","17,582.30","17,382.00","432.57M","-0.88%"
"08-03-2023","17,552.95","17,463.90","17,564.40","17,399.05","458.35M","0.27%"
"06-03-2023","17,506.30","17,475.25","17,586.05","17,467.80","585.49M","0.69%"
"03-03-2023","17,385.95","17,258.20","17,433.90","17,241.40","596.78M","1.50%"
"02-03-2023","17,129.65","17,217.05","17,236.10","17,112.65","481.86M","-0.63%"
"01-03-2023","17,238.45","17,134.90","17,253.45","17,124.10","476.02M","0.91%"
"28-02-2023","17,083.80","17,145.30","17,195.35","17,039.60","896.67M","-0.42%"
"27-02-2023","17,156.15","17,200.25","17,212.90","17,060.10","458.49M","-0.50%"
"24-02-2023","17,242.15","17,357.20","17,369.00","17,198.30","444.42M","-0.26%"
"23-02-2023","17,286.30","17,349.80","17,386.30","17,224.20","542.54M","-0.28%"
"22-02-2023","17,335.00","17,529.65","17,539.95","17,307.10","426.44M","-1.53%"
"21-02-2023","17,604.40","17,682.85","17,699.25","17,579.10","458.06M","-0.13%"
"20-02-2023","17,626.90","17,737.10","17,768.75","17,600.85","447.59M","-0.53%"
"17-02-2023","17,721.05","17,753.25","17,808.55","17,666.30","405.63M","-0.53%"
"16-02-2023","17,814.90","17,856.95","17,907.00","17,783.30","457.46M","0.16%"
"15-02-2023","17,786.90","17,664.05","17,804.90","17,629.30","396.53M","0.48%"
"14-02-2023","17,702.35","17,626.30","17,721.90","17,581.60","476.01M","0.72%"
"13-02-2023","17,575.15","17,679.40","17,697.10","17,532.00","460.00M","-0.62%"
"10-02-2023","17,685.45","17,675.40","17,704.45","17,634.95","614.40M","-0.22%"
"09-02-2023","17,723.85","17,724.25","17,751.65","17,625.25","694.59M","0.02%"
"08-02-2023","17,719.85","17,598.55","17,743.90","17,596.85","768.74M","0.85%"
"07-02-2023","17,569.70","17,626.45","17,654.90","17,504.25","653.28M","-0.24%"
"06-02-2023","17,611.45","17,648.70","17,652.20","17,541.80","542.87M","-0.43%"
"03-02-2023","17,687.35","17,574.50","17,701.80","17,422.20","742.95M","1.13%"
"02-02-2023","17,490.30","17,401.25","17,534.35","17,321.00","823.47M","-0.15%"
"01-02-2023","17,516.15","17,744.85","17,866.95","17,247.60","962.05M","-0.48%"
"31-01-2023","17,601.00","17,636.75","17,644.15","17,467.50","812.68M","0.17%"
"30-01-2023","17,571.85","17,498.65","17,676.60","17,331.90","847.39M","-0.13%"
"27-01-2023","17,594.50","17,946.00","17,953.30","17,483.90","973.11M","-2.11%"
"25-01-2023","17,974.35","18,213.55","18,219.90","17,950.40","732.56M","-1.49%"
"24-01-2023","18,245.35","18,313.60","18,323.75","18,210.50","428.28M","-0.02%"
"23-01-2023","18,249.35","18,254.70","18,292.50","18,203.85","391.16M","0.44%"
"20-01-2023","18,169.45","18,252.80","18,278.15","18,156.00","449.79M","-0.41%"
"19-01-2023","18,244.75","18,260.10","18,291.65","18,202.80","413.20M","-0.34%"
"18-01-2023","18,307.40","18,237.60","18,324.30","18,189.55","503.58M","0.50%"
"17-01-2023","18,216.40","18,102.15","18,235.35","18,065.45","462.88M","0.79%"
"16-01-2023","18,074.20","18,191.85","18,212.00","18,029.00","360.49M","-0.29%"
"13-01-2023","18,126.25","18,041.20","18,157.15","17,949.15","437.77M","0.54%"
"12-01-2023","18,028.30","18,080.55","18,105.15","17,932.75","435.10M","-0.14%"
"11-01-2023","18,054.30","18,094.65","18,135.30","17,988.20","439.50M","-0.15%"
"10-01-2023","18,081.00","18,270.00","18,274.40","18,008.30","462.38M","-0.92%"
"09-01-2023","18,248.55","18,111.30","18,276.25","18,098.00","421.98M","1.30%"
"06-01-2023","18,013.95","18,165.95","18,200.30","17,951.80","402.62M","-0.75%"
"05-01-2023","18,150.00","18,236.55","18,256.30","18,032.45","432.83M","-0.13%"
"04-01-2023","18,173.45","18,375.65","18,385.90","18,153.05","436.06M","-1.10%"
"03-01-2023","18,376.50","18,310.65","18,398.95","18,298.55","373.39M","0.23%"
"02-01-2023","18,334.30","18,290.20","18,350.90","18,237.45","391.00M","0.41%"
"30-12-2022","18,258.75","18,422.40","18,434.20","18,232.30","352.05M","-0.46%"
"29-12-2022","18,343.60","18,192.20","18,387.60","18,124.80","468.49M","0.40%"
"28-12-2022","18,270.95","18,220.35","18,317.40","18,200.20","399.91M","0.04%"
"27-12-2022","18,263.55","18,214.95","18,280.50","18,097.75","396.29M","0.71%"
"26-12-2022","18,134.60","17,910.65","18,204.20","17,834.10","421.67M","1.38%"
"23-12-2022","17,888.05","18,128.50","18,193.00","17,855.15","542.36M","-2.13%"
"22-12-2022","18,277.85","18,447.00","18,484.95","18,212.50","434.46M","-0.45%"
"21-12-2022","18,361.15","18,621.30","18,664.75","18,324.40","403.21M","-1.13%"
"20-12-2022","18,570.40","18,532.95","18,589.50","18,391.20","343.41M","-0.18%"
"19-12-2022","18,604.50","18,466.70","18,616.45","18,419.45","329.84M","0.86%"
"16-12-2022","18,446.30","18,512.15","18,624.65","18,432.00","536.65M","-0.85%"
"15-12-2022","18,604.45","18,795.55","18,833.65","18,576.00","376.51M","-1.24%"
"14-12-2022","18,837.25","18,842.85","18,872.65","18,817.35","400.88M","0.30%"
"13-12-2022","18,781.65","18,724.05","18,793.70","18,688.95","358.00M","0.49%"
"12-12-2022","18,690.80","18,605.20","18,711.20","18,536.45","395.01M","0.02%"
"09-12-2022","18,687.65","18,859.40","18,861.30","18,594.70","519.69M","-0.61%"
"08-12-2022","18,802.00","18,770.80","18,820.35","18,739.00","440.80M","0.26%"
"07-12-2022","18,754.00","18,826.35","18,858.30","18,721.85","393.29M","-0.36%"
"06-12-2022","18,821.55","18,777.60","18,832.60","18,760.20","424.77M","-0.24%"
"05-12-2022","18,867.65","18,898.00","18,905.60","18,755.50","546.37M","-0.01%"
"02-12-2022","18,870.25","18,925.85","18,948.15","18,812.60","543.80M","-0.54%"
"01-12-2022","18,973.05","19,034.20","19,039.40","18,939.60","623.00M","0.28%"
"30-11-2022","18,919.55","18,771.35","18,980.75","18,762.60","1.14B","0.86%"
"29-11-2022","18,758.35","18,691.55","18,815.90","18,689.60","418.55M","0.33%"
"28-11-2022","18,696.75","18,582.55","18,751.00","18,521.60","449.37M","0.24%"
"25-11-2022","18,652.05","18,673.80","18,677.10","18,583.85","459.91M","0.13%"
"24-11-2022","18,627.25","18,492.30","18,665.95","18,462.95","475.60M","1.05%"
"23-11-2022","18,433.80","18,487.25","18,487.40","18,411.10","428.77M","0.14%"
"22-11-2022","18,407.50","18,353.20","18,421.85","18,307.85","420.71M","0.40%"
"21-11-2022","18,334.65","18,426.10","18,439.65","18,305.75","437.46M","-0.80%"
"18-11-2022","18,483.20","18,575.75","18,587.85","18,385.45","461.09M","-0.27%"
"17-11-2022","18,532.45","18,569.60","18,618.90","18,501.15","494.52M","-0.45%"
"16-11-2022","18,615.50","18,632.70","18,657.50","18,546.95","485.91M","-0.11%"
"15-11-2022","18,635.40","18,603.65","18,656.55","18,516.80","479.60M","0.36%"
"14-11-2022","18,568.40","18,603.95","18,626.15","18,547.05","668.37M","-0.03%"
"11-11-2022","18,573.35","18,505.95","18,586.15","18,498.90","1.01B","1.68%"
"10-11-2022","18,267.10","18,302.35","18,356.25","18,202.15","531.65M","-0.76%"
"09-11-2022","18,406.25","18,534.65","18,538.05","18,363.85","623.90M","-0.24%"
"07-11-2022","18,450.15","18,456.45","18,496.95","18,309.40","685.75M","0.48%"
"04-11-2022","18,361.45","18,301.95","18,377.25","18,254.65","494.41M","0.35%"
"03-11-2022","18,297.40","18,206.90","18,344.05","18,198.00","402.50M","-0.14%"
"02-11-2022","18,322.40","18,413.00","18,413.90","18,287.35","468.16M","-0.33%"
"01-11-2022","18,383.20","18,354.90","18,397.55","18,290.35","576.44M","0.77%"
"31-10-2022","18,243.40","18,133.75","18,256.65","18,125.10","481.94M","1.26%"
"28-10-2022","18,017.20","18,011.30","18,065.05","17,950.10","468.20M","0.16%"
"27-10-2022","17,989.00","18,002.05","18,027.95","17,899.65","577.65M","0.57%"
"25-10-2022","17,887.40","18,023.90","18,027.30","17,871.00","495.94M","-0.36%"
"24-10-2022","17,951.30","17,973.75","18,008.50","17,926.95","79.96M","0.80%"
"21-10-2022","17,808.80","17,887.95","17,915.25","17,751.25","500.35M","-0.12%"
"20-10-2022","17,829.45","17,670.60","17,850.80","17,665.90","477.84M","0.41%"
"19-10-2022","17,756.25","17,822.65","17,862.05","17,721.25","405.71M","0.08%"
"18-10-2022","17,741.20","17,685.15","17,774.00","17,681.85","526.69M","1.03%"
"17-10-2022","17,560.50","17,395.20","17,580.25","17,335.50","396.28M","0.73%"
"14-10-2022","17,432.55","17,612.85","17,620.85","17,418.55","419.11M","0.75%"
"13-10-2022","17,302.15","17,393.00","17,417.15","17,247.40","446.35M","-0.70%"
"12-10-2022","17,423.40","17,330.80","17,440.45","17,249.90","451.99M","0.80%"
"11-10-2022","17,285.85","17,582.20","17,585.75","17,251.15","494.69M","-1.52%"
"10-10-2022","17,553.15","17,419.20","17,596.15","17,380.60","450.29M","-0.50%"
"07-10-2022","17,641.45","17,624.60","17,660.15","17,532.90","541.69M","-0.12%"
"06-10-2022","17,662.80","17,700.85","17,750.60","17,647.40","513.00M","0.42%"
"04-10-2022","17,589.30","17,470.75","17,602.05","17,444.40","470.95M","2.32%"
"03-10-2022","17,190.90","17,448.70","17,469.90","17,137.30","531.03M","-1.42%"
"30-09-2022","17,438.60","17,146.95","17,518.10","17,080.65","724.94M","1.58%"
"29-09-2022","17,167.75","17,361.85","17,403.55","17,139.25","747.06M","-0.30%"
"28-09-2022","17,219.55","17,229.00","17,401.40","17,179.25","621.53M","-0.85%"
"27-09-2022","17,366.40","17,469.90","17,544.15","17,290.85","651.35M","-0.05%"
"26-09-2022","17,374.80","17,549.00","17,576.40","17,329.30","831.87M","-1.94%"
"23-09-2022","17,718.45","18,004.95","18,050.10","17,686.05","683.14M","-1.73%"
"22-09-2022","18,030.40","17,988.50","18,111.45","17,914.15","571.31M","-0.34%"
"21-09-2022","18,091.90","18,180.55","18,255.45","18,041.15","544.12M","-0.71%"
"20-09-2022","18,222.10","18,180.90","18,329.00","18,161.35","599.21M","1.09%"
"19-09-2022","18,025.25","17,958.30","18,080.65","17,828.75","633.46M","0.49%"
"16-09-2022","17,938.10","18,239.15","18,259.10","17,898.30","1.05B","-2.07%"
"15-09-2022","18,316.90","18,459.90","18,505.20","18,282.75","672.75M","-0.48%"
"14-09-2022","18,405.60","18,147.60","18,486.95","18,147.60","817.96M","-0.26%"
"13-09-2022","18,453.70","18,429.05","18,471.05","18,393.45","677.48M","0.73%"
"12-09-2022","18,319.80","18,257.85","18,352.80","18,255.55","498.67M","0.67%"
"09-09-2022","18,198.10","18,298.90","18,298.90","18,148.50","625.39M","0.16%"
"08-09-2022","18,168.85","18,135.85","18,178.20","18,067.85","640.33M","0.89%"
"07-09-2022","18,008.10","17,906.65","18,036.75","17,874.65","629.12M","-0.13%"
"06-09-2022","18,031.30","18,061.90","18,125.05","17,955.25","633.63M","0.05%"
"05-09-2022","18,021.65","17,928.80","18,041.65","17,922.95","475.94M","0.59%"
"02-09-2022","17,916.00","17,989.50","18,029.40","17,871.20","565.77M","-0.05%"
"01-09-2022","17,924.30","17,858.45","18,063.90","17,850.15","709.69M","-1.04%"
"30-08-2022","18,112.40","17,776.75","18,131.30","17,766.85","688.37M","2.52%"
"29-08-2022","17,666.45","17,499.75","17,730.10","17,486.85","522.83M","-1.27%"
"26-08-2022","17,893.80","17,949.10","18,017.45","17,855.95","585.68M","0.26%"
"25-08-2022","17,847.65","17,992.80","18,044.85","17,813.80","592.19M","-0.39%"
"24-08-2022","17,917.30","17,832.85","17,933.10","17,790.90","570.03M","0.22%"
"23-08-2022","17,878.40","17,654.50","17,926.95","17,644.60","689.33M","0.48%"
"22-08-2022","17,792.45","18,001.30","18,007.10","17,767.25","703.54M","-1.54%"
"19-08-2022","18,071.10","18,281.60","18,304.70","18,026.60","815.90M","-1.06%"
"18-08-2022","18,264.40","18,195.65","18,277.10","18,156.30","771.77M","0.16%"
"17-08-2022","18,235.55","18,154.20","18,258.15","18,125.85","770.96M","0.71%"
"16-08-2022","18,107.25","18,056.25","18,118.45","18,028.10","","0.84%"
"12-08-2022","17,956.80","17,916.65","17,982.90","17,857.75","853.80M","0.24%"
"11-08-2022","17,913.95","17,955.90","17,962.35","17,883.10","641.19M","0.73%"
"10-08-2022","17,784.90","17,829.45","17,829.45","17,695.80","722.18M","0.00%"
"08-08-2022","17,784.80","17,664.20","17,799.90","17,621.15","601.40M","0.73%"
"05-08-2022","17,655.50","17,699.35","17,747.40","17,625.35","1.08B","0.01%"
"04-08-2022","17,652.95","17,723.50","17,753.85","17,420.40","997.64M","0.04%"
"03-08-2022","17,646.00","17,621.25","17,665.35","17,487.70","1.10B","0.16%"
"02-08-2022","17,618.25","17,576.05","17,656.90","17,489.80","1.13B","0.11%"
"01-08-2022","17,598.80","17,487.65","17,614.20","17,396.00","758.31M","1.14%"
"29-07-2022","17,400.75","17,317.35","17,413.85","17,266.00","855.22M","1.35%"
"28-07-2022","17,169.70","17,016.10","17,186.40","16,985.15","865.34M","1.66%"
"27-07-2022","16,889.55","16,724.00","16,900.95","16,687.25","736.83M","0.93%"
"26-07-2022","16,733.30","16,896.40","16,899.00","16,710.00","785.77M","-0.94%"
"25-07-2022","16,892.10","16,924.30","16,960.30","16,825.45","613.89M","-0.46%"
"22-07-2022","16,970.70","16,940.20","17,002.90","16,872.40","380.79M","0.53%"
"21-07-2022","16,881.70","16,777.25","16,904.40","16,737.80","444.20M","0.64%"
"20-07-2022","16,773.70","16,829.05","16,846.95","16,744.30","585.70M","0.96%"
"19-07-2022","16,614.05","16,460.95","16,634.35","16,460.95","460.31M","0.40%"
"18-07-2022","16,548.15","16,423.85","16,559.20","16,415.15","437.77M","1.42%"
"15-07-2022","16,317.20","16,287.85","16,334.65","16,204.05","438.20M","0.64%"
"14-07-2022","16,213.05","16,294.75","16,329.55","16,115.65","448.96M","-0.15%"
"13-07-2022","16,237.25","16,396.95","16,411.55","16,220.15","460.66M","-0.53%"
"12-07-2022","16,323.50","16,380.15","16,421.95","16,293.80","468.97M","-0.86%"
"11-07-2022","16,465.10","16,346.75","16,491.10","16,331.20","474.97M","0.25%"
"08-07-2022","16,424.00","16,475.85","16,477.35","16,353.10","466.29M","0.52%"
"07-07-2022","16,339.10","16,322.15","16,355.75","16,251.65","537.41M","0.88%"
"06-07-2022","16,196.25","16,009.30","16,217.20","15,990.15","509.78M","1.22%"
"05-07-2022","16,001.60","16,093.55","16,209.30","15,973.35","460.88M","-0.10%"
"04-07-2022","16,018.15","15,894.70","16,033.90","15,844.65","506.47M","0.58%"
"01-07-2022","15,925.95","15,861.60","15,966.05","15,679.30","662.50M","-0.02%"
"30-06-2022","15,929.40","15,933.95","16,047.75","15,881.00","615.44M","-0.15%"
"29-06-2022","15,952.75","15,857.10","16,013.80","15,845.45","709.58M","-0.35%"
"28-06-2022","16,008.85","15,919.30","16,045.05","15,857.00","567.29M","0.12%"
"27-06-2022","15,990.30","16,082.45","16,086.95","15,974.40","481.34M","0.83%"
"24-06-2022","15,858.30","15,809.60","15,895.30","15,773.65","427.46M","0.98%"
"23-06-2022","15,704.80","15,594.80","15,775.80","15,515.80","475.79M","0.96%"
"22-06-2022","15,555.30","15,702.45","15,718.35","15,528.55","441.51M","-1.51%"
"21-06-2022","15,793.15","15,593.40","15,845.45","15,558.70","521.56M","2.01%"
"20-06-2022","15,481.95","15,489.50","15,517.80","15,336.05","524.33M","0.23%"
"17-06-2022","15,445.80","15,452.80","15,575.95","15,344.55","652.57M","-0.63%"
"16-06-2022","15,543.35","16,021.85","16,046.05","15,518.00","498.16M","-2.09%"
"15-06-2022","15,874.90","15,918.10","15,966.00","15,858.35","338.35M","-0.19%"
"14-06-2022","15,905.60","15,848.95","16,034.55","15,822.60","454.45M","-0.19%"
"13-06-2022","15,936.05","16,033.65","16,044.50","15,850.85","420.54M","-2.55%"
"10-06-2022","16,353.50","16,426.30","16,465.30","16,322.55","375.33M","-1.58%"
"09-06-2022","16,616.40","16,402.50","16,631.15","16,374.45","416.14M","0.75%"
"08-06-2022","16,492.20","16,610.75","16,649.75","16,425.80","454.70M","-0.35%"
"07-06-2022","16,550.70","16,602.10","16,619.05","16,489.15","419.14M","-0.90%"
"06-06-2022","16,701.20","16,671.30","16,741.20","16,565.50","414.37M","-0.12%"
"03-06-2022","16,721.50","16,928.45","16,953.65","16,705.75","427.46M","-0.44%"
"02-06-2022","16,794.75","16,650.25","16,810.55","16,613.65","477.08M","0.63%"
"01-06-2022","16,688.95","16,772.05","16,831.20","16,601.85","542.49M","-0.47%"
"31-05-2022","16,767.50","16,761.55","16,883.60","16,702.45","1.14B","-0.42%"
"30-05-2022","16,838.15","16,692.20","16,860.40","16,672.60","571.02M","1.95%"
"27-05-2022","16,516.80","16,473.30","16,534.55","16,388.70","491.13M","1.07%"
"26-05-2022","16,341.90","16,267.60","16,382.85","16,046.55","627.93M","0.96%"
"25-05-2022","16,187.15","16,384.30","16,409.30","16,167.50","567.62M","-0.77%"
"24-05-2022","16,312.30","16,428.60","16,460.00","16,262.35","677.68M","-0.59%"
"23-05-2022","16,409.75","16,504.60","16,612.15","16,382.10","634.01M","-0.41%"
"20-05-2022","16,476.70","16,290.20","16,491.10","16,253.55","464.26M","2.68%"
"19-05-2022","16,047.35","16,146.70","16,213.10","16,015.30","545.57M","-2.66%"
"18-05-2022","16,485.80","16,566.70","16,655.45","16,461.60","585.37M","-0.08%"
"17-05-2022","16,498.50","16,166.00","16,522.65","16,152.50","542.28M","2.61%"
"16-05-2022","16,079.00","16,062.65","16,199.25","15,946.80","505.41M","0.58%"
"13-05-2022","15,986.50","16,200.60","16,315.00","15,941.10","710.18M","-0.23%"
"12-05-2022","16,023.90","16,263.20","16,281.05","15,946.15","733.93M","-2.29%"
"11-05-2022","16,399.70","16,502.45","16,576.40","16,204.25","592.90M","-0.40%"
"10-05-2022","16,466.25","16,533.40","16,653.85","16,426.90","510.07M","-0.70%"
"09-05-2022","16,581.80","16,549.25","16,694.60","16,441.40","497.88M","-0.88%"
"06-05-2022","16,729.55","16,740.10","16,807.10","16,654.25","573.86M","-1.69%"
"05-05-2022","17,016.60","17,186.35","17,270.60","16,978.65","472.62M","0.07%"
"04-05-2022","17,004.05","17,451.15","17,483.80","16,944.55","546.54M","-2.38%"
"02-05-2022","17,419.45","17,286.65","17,439.90","17,269.85","427.13M","-0.22%"
"29-04-2022","17,457.20","17,703.10","17,741.40","17,404.90","535.22M","-0.90%"
"28-04-2022","17,615.40","17,557.60","17,687.50","17,429.20","491.82M","1.25%"
"27-04-2022","17,398.55","17,453.55","17,484.15","17,321.10","460.39M","-1.02%"
"26-04-2022","17,577.80","17,472.10","17,600.45","17,429.85","455.17M","1.60%"
"25-04-2022","17,300.35","17,373.15","17,403.90","17,236.45","526.77M","-1.37%"
"22-04-2022","17,541.10","17,610.30","17,678.25","17,518.85","433.80M","-1.18%"
"21-04-2022","17,750.20","17,602.60","17,766.90","17,578.00","485.14M","1.45%"
"20-04-2022","17,496.65","17,425.20","17,553.95","17,353.90","489.48M","0.96%"
"19-04-2022","17,330.40","17,662.55","17,687.45","17,199.50","649.41M","-1.34%"
"18-04-2022","17,565.95","17,566.00","17,615.05","17,440.60","592.98M","-1.51%"
"13-04-2022","17,835.20","17,956.20","18,017.30","17,816.20","452.94M","-0.24%"
"12-04-2022","17,877.55","17,965.30","17,970.95","17,786.95","526.48M","-0.86%"
"11-04-2022","18,032.40","18,062.45","18,114.55","17,992.95","485.79M","-0.31%"
"08-04-2022","18,089.30","17,993.65","18,144.35","17,906.55","526.97M","0.94%"
"07-04-2022","17,920.80","18,006.65","18,092.30","17,906.10","598.78M","-0.85%"
"06-04-2022","18,075.10","18,089.30","18,154.05","18,042.85","633.72M","-0.66%"
"05-04-2022","18,195.10","18,294.25","18,327.75","18,159.85","574.20M","-0.33%"
"04-04-2022","18,256.10","18,010.30","18,281.95","17,994.90","625.46M","2.11%"
"01-04-2022","17,879.50","17,643.90","17,912.70","17,631.10","542.93M","1.24%"
"31-03-2022","17,660.35","17,710.75","17,752.55","17,627.35","545.40M","-0.14%"
"30-03-2022","17,684.30","17,665.60","17,718.05","17,589.15","1.07B","0.92%"
"29-03-2022","17,523.60","17,500.45","17,541.25","17,438.40","555.54M","0.58%"
"28-03-2022","17,422.15","17,404.80","17,434.80","17,213.80","592.73M","0.30%"
"25-03-2022","17,370.50","17,500.85","17,506.95","17,287.85","501.92M","-0.34%"
"24-03-2022","17,429.95","17,305.85","17,494.15","17,301.80","547.13M","-0.09%"
"23-03-2022","17,446.05","17,593.40","17,625.90","17,399.80","665.05M","-0.30%"
"22-03-2022","17,499.20","17,329.55","17,518.25","17,195.60","661.59M","1.01%"
"21-03-2022","17,323.65","17,550.50","17,576.50","17,306.60","642.89M","-1.04%"
"17-03-2022","17,505.40","17,422.35","17,553.70","17,394.25","1.53B","1.79%"
"16-03-2022","17,198.00","17,086.00","17,209.50","17,052.60","536.87M","1.92%"
"15-03-2022","16,873.45","17,107.75","17,136.90","16,764.25","757.60M","-1.19%"
"14-03-2022","17,076.60","16,882.50","17,092.15","16,833.10","646.87M","1.18%"
"11-03-2022","16,877.70","16,773.60","16,928.25","16,717.00","648.81M","0.25%"
"10-03-2022","16,835.50","16,979.85","16,979.85","16,689.80","947.89M","1.59%"
"09-03-2022","16,571.55","16,328.40","16,648.10","16,245.75","862.93M","1.97%"
"08-03-2022","16,251.65","15,991.45","16,267.05","15,901.10","970.06M","1.02%"
"07-03-2022","16,086.95","16,116.10","16,180.60","15,938.75","1.01B","-2.40%"
"04-03-2022","16,482.85","16,610.75","16,700.55","16,384.25","876.34M","-1.66%"
"03-03-2022","16,761.60","16,991.00","17,032.95","16,708.10","891.72M","-0.56%"
"02-03-2022","16,855.70","16,826.25","16,930.20","16,732.05","990.39M","-0.95%"
"28-02-2022","17,016.55","16,701.70","17,035.15","16,568.45","894.96M","0.85%"
"25-02-2022","16,872.35","16,703.00","16,955.50","16,676.60","856.27M","2.70%"
"24-02-2022","16,428.05","16,742.80","16,897.85","16,384.45","1.22B","-4.89%"
"23-02-2022","17,273.45","17,378.95","17,413.30","17,240.00","495.07M","-0.02%"
"22-02-2022","17,276.50","17,012.75","17,321.15","17,009.30","647.48M","-0.59%"
"21-02-2022","17,379.10","17,389.55","17,532.40","17,251.85","449.22M","-0.54%"
"18-02-2022","17,472.90","17,456.70","17,586.35","17,439.05","428.51M","-0.29%"
"17-02-2022","17,524.45","17,608.45","17,657.10","17,457.20","481.50M","-0.04%"
"16-02-2022","17,530.65","17,626.25","17,706.10","17,481.65","525.19M","-0.17%"
"15-02-2022","17,560.55","17,147.90","17,582.90","17,037.60","653.39M","2.93%"
"14-02-2022","17,060.70","17,293.10","17,318.45","17,026.40","675.02M","-3.10%"
"11-02-2022","17,606.60","17,694.40","17,696.95","17,541.65","552.48M","-1.32%"
"10-02-2022","17,842.90","17,794.00","17,869.10","17,665.70","623.07M","0.76%"
"09-02-2022","17,707.85","17,612.55","17,720.90","17,583.00","546.25M","1.13%"
"08-02-2022","17,509.80","17,543.20","17,572.70","17,298.35","761.38M","0.18%"
"07-02-2022","17,477.65","17,710.05","17,791.70","17,382.80","792.39M","-1.56%"
"04-02-2022","17,755.30","17,826.25","17,858.20","17,701.20","625.56M","-0.22%"
"03-02-2022","17,794.70","17,985.10","17,996.30","17,749.40","582.90M","-1.13%"
"02-02-2022","17,998.75","17,920.05","18,012.25","17,889.15","654.34M","1.14%"
"01-02-2022","17,796.25","17,731.55","17,826.15","17,464.25","851.16M","1.42%"
"31-01-2022","17,547.40","17,516.90","17,623.25","17,479.65","643.93M","1.34%"
"28-01-2022","17,314.70","17,405.55","17,587.60","17,289.20","753.07M","0.07%"
"27-01-2022","17,302.35","17,281.70","17,376.85","17,069.75","870.93M","-1.07%"
"25-01-2022","17,489.15","17,200.40","17,519.60","17,030.45","697.19M","0.78%"
"24-01-2022","17,353.45","17,821.55","17,841.40","17,197.00","824.08M","-2.82%"
"21-01-2022","17,856.15","17,882.35","17,953.60","17,721.30","584.31M","-0.92%"
"20-01-2022","18,021.10","18,168.25","18,187.60","17,915.75","514.64M","-0.87%"
"19-01-2022","18,179.70","18,349.55","18,349.55","18,114.85","623.26M","-0.83%"
"18-01-2022","18,331.70","18,577.70","18,595.15","18,302.95","542.80M","-1.14%"
"17-01-2022","18,543.20","18,471.60","18,553.40","18,456.55","480.74M","0.31%"
"14-01-2022","18,485.70","18,411.20","18,515.10","18,348.40","454.77M","0.02%"
"13-01-2022","18,482.45","18,478.55","18,495.65","18,385.00","643.14M","0.28%"
"12-01-2022","18,430.25","18,390.85","18,443.80","18,346.95","492.32M","0.85%"
"11-01-2022","18,275.15","18,225.70","18,295.00","18,181.40","569.93M","0.25%"
"10-01-2022","18,229.10","18,146.20","18,243.25","18,109.75","543.92M","0.97%"
"07-01-2022","18,053.95","18,035.70","18,140.85","17,944.40","591.47M","0.38%"
"06-01-2022","17,985.60","17,997.60","18,025.25","17,889.75","550.86M","-0.89%"
"05-01-2022","18,147.50","18,044.30","18,164.70","17,974.90","789.82M","0.65%"
"04-01-2022","18,030.95","17,934.50","18,051.50","17,831.50","674.49M","0.88%"
"03-01-2022","17,874.00","17,654.45","17,894.15","17,651.45","575.68M","1.45%"
